user_id,age,gender,country,city,signup_date,income_level,preferred_category,loyalty_tier
807584c5-da8a-4cb8-9592-5fb20e963d76,53,Male,MX,San Cornelio de la Montaña,2025-04-16,medium,Home & Kitchen,bronze
8c2591b7-781b-4929-ba24-8fe66a784480,43,Female,JP,横浜市鶴見区,2024-05-21,high,Books,bronze
d12224f0-0bed-4d26-9c06-517f560d42b2,19,Non-binary,AE,Port Heidi,2023-11-07,medium,Clothing & Accessories,silver
4a56e17e-344c-4772-8201-8d2a699b8a61,39,Female,BR,Oliveira,2024-08-17,medium,Electronics,bronze
37c91f3d-72e5-4f4d-b001-07af34335aa1,40,Male,US,North Davidborough,2024-04-07,medium,Electronics,bronze
b039719b-51c0-4f5c-8469-aef5a0397016,36,Male,NL,Zenderen,2026-01-28,medium,Books,silver
6c07b457-82a2-451e-b105-c556e3ec3ef6,30,Male,AU,Port Christopherville,2025-01-31,very_high,Sports & Outdoors,bronze
7972c35d-80be-48e8-bd9f-bc7eb80120b3,32,Male,US,New Andrewburgh,2026-03-29,high,Books,bronze
f84f1975-c50d-4044-9b8a-a4c36cf11bf8,29,Female,US,South Jasonton,2024-06-09,low,Clothing & Accessories,bronze
825d7643-2038-4cc7-b412-da428d1d86b7,23,Female,US,New Ronaldville,2023-09-15,high,Home & Kitchen,silver
8555fcc9-fb5a-4973-88c3-a6bc7c9fb145,51,Male,JP,横浜市磯子区,2026-01-08,high,Automotive,bronze
53f54914-fe13-4d18-8025-70725ef310e7,46,Male,IT,Massa Fiscaglia,2025-06-02,low,Grocery & Gourmet,bronze
5de0a820-43c1-4d74-b371-3bb4e115ce33,33,Female,NL,Bredevoort,2025-07-27,high,Home & Kitchen,silver
30dabbb8-5e2c-434e-8464-04cfd1bb4794,40,Male,US,North Deborah,2023-10-24,medium,Clothing & Accessories,gold
711d028c-29fb-402d-97a9-9476df124bdb,40,Female,US,Ryanton,2024-05-26,medium,Books,bronze
3b86ff04-fe55-4ec2-95ad-257e6ab92eb8,62,Female,US,Williamsville,2023-05-20,very_high,Sports & Outdoors,bronze
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,46,Male,IN,Kollam,2024-04-04,high,Automotive,silver
dfbce523-ca71-4795-8fe9-3d18cd585ca6,45,Male,NL,Koningslust,2025-07-08,medium,Home & Kitchen,silver
7d73f5a0-9d24-4e15-8bba-eac1995a726a,36,Female,SE,Skellefteå,2025-11-24,medium,Beauty & Personal Care,bronze
126471c9-fb39-470a-b0dc-f02dad2e767e,31,Male,US,Lake Emily,2026-03-30,medium,Home & Kitchen,bronze
5e862f30-cfc8-4154-9804-1da98889ff24,51,Female,JP,川崎市宮前区,2024-07-05,high,Electronics,gold
a1f07dad-ec9d-481a-97ef-d82cebdf6f96,43,Female,AU,West Meganmouth,2024-03-18,low,Toys & Games,bronze
9fb721cb-14fb-4b2b-9a53-cc4c0dacd4ec,27,Male,CH,Chur,2026-01-06,medium,Electronics,bronze
0ee95bfd-3f6c-4094-a217-7172a275cc58,41,Female,IT,Santuario Di Pietracquaria,2024-07-21,high,Sports & Outdoors,silver
25a6c99c-d63c-4697-91ef-744b7879d605,45,Female,CA,North Thomas,2024-09-20,high,Home & Kitchen,bronze
d197c826-f822-44f5-8c33-0c6bf03c787b,18,Male,IT,Cesaro',2024-01-21,medium,Clothing & Accessories,bronze
4e5c9477-fa55-41c8-98fe-a01014cb2d15,26,Male,US,Deborahfurt,2023-05-11,very_high,Electronics,bronze
d4ec9d46-efa3-457c-bbc8-ceab3cf99e7d,40,Female,IT,San Gennaro,2023-12-18,low,Beauty & Personal Care,bronze
2064f070-0165-45f0-9b89-382907c55c92,18,Male,IT,Ardore Marina,2023-12-06,high,Electronics,gold
f08bd08a-f499-4679-bab4-bece5d845844,18,Female,SE,Karlskrona,2025-09-18,medium,Home & Kitchen,bronze
55752af4-afb4-4154-a769-858b5cc94a85,33,Male,US,West Joanneside,2025-06-02,very_high,Electronics,bronze
4e0b8bd9-5f80-4c70-9fdb-d848885e8805,41,Male,NL,Lengel,2023-06-03,high,Sports & Outdoors,bronze
9e041a5d-17de-47d3-abde-8902d7ca6ae5,42,Female,US,East Kathleen,2023-02-23,high,Home & Kitchen,bronze
5db7f68a-425d-4723-a09f-5b4d0d50d58d,53,Female,IT,Agrano,2024-12-02,medium,Beauty & Personal Care,bronze
b533d150-a99e-4b1b-9b3f-7eaa3eed17ac,37,Female,CH,Yverdon-les-Bains,2025-03-17,high,Automotive,bronze
018b6e1e-f0ef-4e47-b67a-6e3efaebcfa8,32,Male,US,Emilyshire,2025-07-06,medium,Electronics,bronze
cea6f4ba-ac51-4cba-a5a8-52f0ff14c6c4,22,Female,FR,Payet-sur-Auger,2024-05-12,medium,Clothing & Accessories,bronze
460c1852-1fe9-441b-be3b-599d95c07fea,32,Male,AU,Paulchester,2025-03-11,very_high,Automotive,bronze
6dc7a3f9-d94d-4f3a-bc57-883c89de9309,44,Female,ES,Álava,2025-04-27,high,Home & Kitchen,silver
91c12924-bacf-4a8e-914c-fb8b46c3f45e,44,Male,US,Lake Matthew,2023-03-27,medium,Books,bronze
5b3d594f-c119-4dd4-a5c8-c4758791e9ce,39,Female,DK,Ishøj,2026-05-23,low,Clothing & Accessories,bronze
950d95f6-b403-4051-baa8-e633fa36f1f3,42,Female,MX,San Camila los altos,2026-04-08,medium,Clothing & Accessories,bronze
4b4a84a2-6897-494a-9d37-329fb5c8da83,50,Male,IN,Patna,2024-08-10,low,Clothing & Accessories,bronze
23f5d0e7-9ced-4641-a343-cbfd288da0ef,37,Female,GB,Carrshire,2025-04-14,low,Beauty & Personal Care,silver
6d7c422e-e9bc-432a-98f7-7c8829437f0b,51,Male,AU,Bartonton,2024-08-14,very_high,Sports & Outdoors,bronze
e9057e4c-5b85-426f-a6d9-28f830530cfe,28,Female,US,South Caleb,2025-12-25,medium,Home & Kitchen,bronze
5c52cb26-19f6-44e4-891c-471771c6a4bf,35,Female,JP,西多摩郡檜原村,2023-07-16,low,Home & Kitchen,bronze
580a7cd8-07fa-4ae4-9eeb-313942ebb8e4,31,Female,US,South Allison,2023-11-22,medium,Clothing & Accessories,gold
b1ecb01d-c9e6-4384-a51e-3478f1b9e050,45,Male,US,Odonnelltown,2025-09-02,medium,Home & Kitchen,bronze
5546a905-549b-42c5-accf-e855eea162a9,25,Male,US,South Markmouth,2024-02-27,low,Grocery & Gourmet,gold
432c0469-6d08-485f-8c4a-e4e2b1f72e18,32,Male,BR,Leão,2026-05-19,high,Electronics,gold
86f492bc-9d9a-4dbf-aa1e-4761c49c3043,18,Male,FR,Lévy,2025-12-21,low,Grocery & Gourmet,bronze
e5cd5b01-94fc-42ef-b787-9ef2623fb03d,43,Female,IN,Bikaner,2025-12-15,low,Home & Kitchen,bronze
95522b08-5910-4d1f-ae0a-5111d2ccc3d4,50,Male,US,South Stefaniechester,2023-11-12,low,Toys & Games,bronze
1d4f54e4-16a4-4d27-a651-2abf2087e42d,46,Male,US,Aarontown,2023-12-28,high,Electronics,bronze
aa68015e-8f26-4199-821f-4db8434ce3df,45,Male,GB,Port Franceshaven,2025-11-27,low,Clothing & Accessories,bronze
e404770b-d18a-4932-ac69-cf474a5f714f,45,Female,FR,Perrin-sur-Aubert,2024-10-05,medium,Sports & Outdoors,bronze
f7c07eff-e300-44c7-89dd-0652dd9dc9f8,44,Female,US,New Debraport,2025-09-21,very_high,Books,bronze
2495d27f-0a93-4080-bee3-066f7b77d624,43,Male,AU,Haleyburgh,2025-05-19,medium,Electronics,bronze
f90833ef-1b54-4103-9584-9d2cd2bcca3a,43,Female,GB,South Patricialand,2026-01-25,low,Home & Kitchen,bronze
920a8047-d219-4f21-bf1e-9904f1097bad,29,Male,DK,Liseleje,2025-11-13,high,Electronics,bronze
c8b124f8-3e6a-401f-afbb-e94ba1d69e81,34,Female,GB,Robertsville,2025-07-05,medium,Books,bronze
7ecb70ed-d72e-4bb1-afe7-24c4df0ec494,37,Male,US,Dennishaven,2025-05-29,high,Office Products,silver
76dbc26a-427f-4433-9bb5-43dddd1adbcd,32,Female,US,Darinberg,2025-11-14,low,Home & Kitchen,bronze
580a6d06-f1eb-44b7-b475-9a15410e2ebd,19,Male,US,Melissaton,2024-12-27,low,Grocery & Gourmet,bronze
10b671d3-3400-4d21-83de-0f6f4b54ae1f,22,Female,US,East Erinside,2025-01-26,low,Grocery & Gourmet,bronze
49683991-45bd-44ed-afdd-b3143cafc765,39,Female,IT,Silandro,2026-04-04,medium,Clothing & Accessories,silver
1e6d1ef9-34f9-4a4d-81f4-d82110d8137d,46,Female,BR,Nunes do Norte,2025-11-10,medium,Clothing & Accessories,bronze
a2b42482-1378-41a9-851a-5150ccb9a3f4,36,Female,US,Josephmouth,2026-02-05,medium,Sports & Outdoors,bronze
0abf6185-388a-4449-9e33-d5f5c63ec0ec,66,Male,SE,Östersund,2025-07-09,medium,Clothing & Accessories,bronze
4443c97f-0e31-4d06-8bce-d0987a75218e,26,Male,US,East Nicholas,2024-08-09,medium,Clothing & Accessories,bronze
e4fcf025-6331-4ca2-9a3f-3ed79d171c1b,41,Female,IT,Ghiare Di Corniglio,2026-03-20,medium,Books,gold
18ac2bb9-bb4b-4d23-9114-b3bf76134b6b,50,Female,US,East Edwardmouth,2024-03-07,low,Clothing & Accessories,bronze
feb4aa01-7ff9-4af7-a308-7d2aa93e9698,48,Male,US,Kristineland,2024-05-31,medium,Electronics,silver
aab3742e-1f9c-4aee-92e7-02bdd298eacd,43,Male,JP,台東区,2024-02-03,high,Electronics,bronze
bbc99c6e-1552-4677-8a8f-61a2e541e6c8,48,Male,US,North Josephberg,2025-08-20,very_high,Office Products,bronze
d2a6d3d8-93f3-4004-a928-dfa968dcf01b,37,Female,US,Michaelside,2025-04-07,low,Toys & Games,bronze
47e5b549-076f-45d4-9ea1-21406734fccb,54,Female,IT,Oneglia,2025-03-24,medium,Electronics,bronze
e6ad8776-fa57-4e3b-9207-91551184e087,50,Female,IN,Raipur,2025-08-07,low,Grocery & Gourmet,bronze
56afe0c3-52da-439b-83c2-e7eedb2324de,27,Male,DK,Karrebæksminde,2025-12-14,medium,Books,bronze
efc6dbc0-0c3b-459a-a0fd-334a554a9e69,40,Female,AU,New Haydenhaven,2024-03-19,medium,Books,bronze
26db6f1e-8586-4a5f-b248-2dedc09b066d,19,Male,US,West Richardmouth,2025-10-09,high,Electronics,bronze
06551d1d-a2f3-44a6-aeed-6df6b4dd13de,53,Male,AU,Robertville,2025-01-25,very_high,Automotive,bronze
dbdf2946-0896-4274-8eb2-f087e169723f,38,Female,ES,Lugo,2026-02-15,medium,Clothing & Accessories,silver
72ffc844-95e7-453c-85e1-9cfeb7cafabe,51,Female,US,Marymouth,2023-04-15,medium,Clothing & Accessories,bronze
fe5c42d7-85a6-4ad1-be6c-8af51581f31a,35,Female,US,South Darrenfort,2024-02-13,medium,Home & Kitchen,bronze
d1a9b2e1-5100-4a11-8831-b579f9cd2c98,18,Female,IN,Agra,2023-11-30,medium,Electronics,bronze
bfc89c5b-179c-4b25-b6a8-3a3140311dd3,65,Male,IT,Chions,2023-05-16,high,Sports & Outdoors,bronze
c2e39751-db17-424f-8d71-61ec7ecad424,37,Male,US,Jessicaberg,2025-07-03,low,Clothing & Accessories,bronze
c9ee4eea-8bb8-44eb-a334-3b997749602a,25,Male,BR,Pires,2025-11-06,low,Grocery & Gourmet,bronze
657fe627-526a-4348-8d83-d1931c355327,49,Male,US,Drakeland,2025-01-30,high,Electronics,bronze
79ffa574-bec1-401d-ad0f-508ad6f46905,58,Female,GB,Port Grahamborough,2025-12-20,medium,Electronics,bronze
0e6583b5-be64-4e0e-8dd8-df31ae4db52c,34,Female,JP,三宅島三宅村,2025-06-01,high,Automotive,bronze
5d07bcd4-3670-4a0d-91f6-e36d7d335597,35,Male,US,North Paul,2025-06-09,medium,Clothing & Accessories,bronze
d7481884-a64e-43ae-b90c-98cd32f7c464,39,Female,US,South Angelaport,2024-02-11,low,Home & Kitchen,bronze
111606d4-51dd-4751-b620-03fca7a12881,24,Male,FR,Camus-sur-Mer,2026-04-28,low,Beauty & Personal Care,bronze
cb5e6bbc-ea52-40e0-a731-ebca25c3e3d9,28,Male,US,Millerbury,2024-12-26,high,Books,bronze
29f45889-812e-410b-81b9-3a7e05ae762e,56,Male,NO,Brendaburgh,2026-04-26,medium,Beauty & Personal Care,bronze
fb249de3-d64f-4b3c-88c8-623a3addd73f,35,Female,AE,Leeville,2024-09-11,low,Clothing & Accessories,bronze
f2387fa4-954d-4c92-8a3c-e7f2a02c906a,27,Male,AU,North Rebeccamouth,2024-11-06,low,Toys & Games,bronze
b6614348-02eb-4b0c-8aba-cf011a2da55f,31,Female,IT,Chiusa Ferranda,2025-08-13,high,Books,silver
685e02ed-59ac-4486-a789-bfe4792b071a,48,Female,DK,Vestbjerg,2025-11-19,medium,Electronics,bronze
a3e2e317-2f8a-4dd5-9072-531b755f4d0d,18,Female,IN,Bardhaman,2024-02-13,high,Sports & Outdoors,silver
4f9e7267-cd6f-42ec-916d-7bb0957a5f19,39,Female,IT,San Giacomo,2026-05-26,very_high,Electronics,bronze
54384ed6-2c87-44d7-8372-faccc44614e7,63,Female,US,Port Jasonberg,2023-04-13,low,Beauty & Personal Care,bronze
61a5683d-e524-45fa-8527-19526e9151cd,58,Female,ES,Cantabria,2023-05-05,very_high,Sports & Outdoors,bronze
433c5194-11d7-4bc7-84c6-b8a0b2c879a4,42,Female,US,Grayside,2023-08-24,medium,Clothing & Accessories,bronze
57cbc49d-1a4e-4cc7-a5eb-31bd76037222,50,Male,US,North Vanessa,2025-03-13,high,Home & Kitchen,platinum
255578d3-3ac1-4b89-a398-b5522a1ca483,50,Male,DE,Donaueschingen,2025-05-31,medium,Sports & Outdoors,bronze
993a8cf7-18d9-49db-bf43-6dd5eb047a76,35,Female,US,Littlechester,2026-02-23,medium,Books,silver
f741bdc8-a739-4562-bd8a-a8af256bbaa3,46,Male,US,Sheltonmouth,2024-11-04,high,Sports & Outdoors,bronze
d5cef23f-a2f0-4644-bb6b-a60fd2dcc723,56,Female,FR,Didier-sur-Mer,2025-10-31,low,Grocery & Gourmet,bronze
cba1016f-3f2a-467a-b15a-452afc42b96a,22,Non-binary,US,North Matthew,2025-05-06,medium,Books,silver
be60ab9a-20b4-493b-8eb1-96560541155e,42,Male,NO,Lisaton,2024-09-24,low,Beauty & Personal Care,bronze
2b364b81-45e5-4b5d-8a67-a8bcd2bfd653,40,Male,AE,Port Jonathan,2025-03-24,low,Clothing & Accessories,bronze
9adb136f-d48e-4461-8e91-d32e3ae08caf,37,Male,BR,Garcia,2024-01-17,medium,Books,bronze
2733463c-bd18-404c-91ca-f1ca635ae8f2,36,Male,US,Jenniferfort,2025-10-10,high,Electronics,bronze
a060bcab-a7c8-45ea-823c-acda21f21c7b,39,Female,DE,Borna,2025-02-17,medium,Home & Kitchen,bronze
afbc31c5-dc7a-4f54-8222-e3751f411289,39,Male,US,North Jeffreyton,2025-12-10,low,Clothing & Accessories,gold
d2dee2f5-9b42-4bd9-bcae-3f7dc5f60fa7,48,Male,FR,Garcia,2024-07-30,very_high,Office Products,bronze
b2a2cd33-729f-4ccd-85e5-938db17c6088,41,Female,US,Riveraburgh,2023-12-15,medium,Electronics,bronze
3a282bc4-c6e3-46a2-9833-8d12fb90c449,34,Male,GB,Port Abbie,2024-12-14,high,Electronics,gold
44743d2d-52f5-41bc-b267-ff0894c9d033,27,Male,US,Schmitthaven,2024-12-23,low,Grocery & Gourmet,silver
6c28f298-484a-4eb1-8197-d880b91558dc,31,Male,MX,San Lucía los altos,2024-06-01,medium,Beauty & Personal Care,bronze
54a83feb-d57d-4121-9ac4-d7f39cfd479d,39,Female,US,New Christopherhaven,2025-04-26,high,Clothing & Accessories,bronze
3242dfa2-e831-4818-96fe-329fd97fc8b9,28,Male,GB,Lake Rachelborough,2024-05-08,low,Beauty & Personal Care,bronze
3ebaae94-fb58-4115-bc3b-f28591c099ef,46,Male,US,Amandachester,2025-04-13,medium,Home & Kitchen,bronze
13d331b9-852a-4d23-9e87-bef5002d79f5,41,Male,DE,Kyritz,2025-02-06,low,Home & Kitchen,bronze
59815d2b-d0be-46cd-bf9c-1e68398bfb97,49,Female,DK,Barrit,2023-03-07,low,Home & Kitchen,bronze
e3baf771-a60d-4ac8-b619-25ff65a58ccb,29,Female,US,Lake Hunterhaven,2025-07-02,medium,Clothing & Accessories,bronze
a35b6eee-5fd4-4ef2-9026-111742bbdd40,27,Male,US,Marvinfort,2024-09-19,medium,Clothing & Accessories,bronze
9697cbb8-c036-4f97-a661-d60ceb245518,48,Female,US,Sherriport,2025-11-18,medium,Electronics,bronze
03984285-0a09-4d9d-a0a7-ef2a35bfd92b,37,Female,DE,Kulmbach,2025-09-01,medium,Electronics,bronze
d3701c21-709a-4090-bab2-020261ce8a92,34,Female,FR,Bonnet-les-Bains,2025-11-06,medium,Home & Kitchen,bronze
fb75d679-90cd-4a77-950c-e5ad2f32cb85,44,Female,ES,Ciudad,2024-03-22,medium,Electronics,bronze
11be4dba-b87b-40c3-bad6-8ceb3e4d9bcc,43,Female,NL,Lievelde,2025-09-23,medium,Home & Kitchen,bronze
9b648884-cdc0-4d7d-ab65-573caef47e99,22,Male,US,Brianton,2025-06-23,medium,Books,platinum
5f619e23-797f-45ee-8fd2-54d846dca61e,51,Male,CH,Pully,2026-03-15,medium,Sports & Outdoors,bronze
966734c9-d17f-4a1d-8836-a2b809197416,31,Female,NL,Enkhuizen,2025-06-16,very_high,Automotive,silver
6c3efa7c-6eba-49a8-a258-93bae1e9296b,55,Male,AU,Wuland,2023-08-21,medium,Electronics,bronze
f783efeb-a6ed-49c6-91d6-503568d2d5ab,21,Male,US,Port Valerie,2025-02-14,medium,Clothing & Accessories,bronze
895004bb-bc48-4955-95ba-fcbc9c59fbe5,39,Female,JP,杉並区,2025-06-03,medium,Home & Kitchen,bronze
dc662ed1-894e-45c3-906c-6ea223c74145,34,Female,FR,Sainte Alice,2026-03-15,high,Electronics,bronze
2dbb93cb-25b0-4b5d-820d-3e8877237f50,18,Male,US,Williamsfort,2024-04-15,high,Home & Kitchen,bronze
0de32150-ac3c-4928-889a-17f68f21d525,43,Female,US,North Antonio,2024-07-23,high,Sports & Outdoors,silver
c20e1516-a80c-46ef-8857-158e9e7a1a70,18,Male,FR,Payet-sur-Lombard,2025-12-09,medium,Home & Kitchen,bronze
af3bccbc-763f-4162-a178-bf20bfaeccba,33,Female,DE,Böblingen,2025-05-02,low,Clothing & Accessories,silver
9f4d0e2d-1af4-408d-95ff-f5f2c3dea6ef,48,Female,US,Jamesfort,2024-10-31,high,Electronics,bronze
21465c5c-b5d6-41c7-b552-d89cb8f6b77a,30,Female,DK,Bælum,2025-08-28,high,Home & Kitchen,bronze
3a54d223-2e18-4960-b91a-e4a68ae293fc,26,Female,US,Mendezmouth,2023-03-25,very_high,Automotive,bronze
48824001-8422-4fb7-a988-a9d8447e81f3,45,Female,US,Lake Jenniferport,2024-08-22,high,Sports & Outdoors,bronze
0d667e6c-ae9c-441e-b61a-5e454093bcd9,33,Female,US,South Lauren,2024-09-25,medium,Books,bronze
ca57c0e0-2846-47a3-83eb-6b1f5542361f,32,Female,IN,Kadapa,2023-07-07,low,Clothing & Accessories,bronze
d77c697a-8713-4896-acf7-4908ea02a4af,50,Male,US,North Kimberly,2026-04-28,high,Office Products,silver
4002658b-d144-4603-8452-7e18942e4e74,23,Male,IN,Serampore,2026-05-11,medium,Books,bronze
ee5bfbb8-e261-4dd3-bec7-696e2aa69c4b,31,Male,GB,South Susan,2025-04-20,low,Toys & Games,silver
e02fe3f7-3668-4375-b761-bd50a67f3b71,46,Female,US,North Rachelton,2024-06-20,medium,Books,platinum
3b701803-101d-4b4d-bc60-fb8310021feb,22,Male,US,Scotttown,2025-06-13,very_high,Electronics,bronze
4162fcbc-cae2-42c8-89ad-7e8ba8854f1c,56,Female,GB,East Colin,2026-03-22,low,Home & Kitchen,bronze
dec11364-d0a9-4dff-8cca-4e0bb74013e1,34,Male,GB,O'Sullivanville,2026-01-28,medium,Home & Kitchen,silver
9d1b3baf-2f39-4e48-9244-2ac7afda3ed6,46,Male,US,South Patricia,2024-06-06,medium,Clothing & Accessories,bronze
2068100b-794f-4e1b-8f91-6eaade53c5ff,46,Male,CA,Livingstonville,2025-08-17,low,Beauty & Personal Care,silver
c1ab2206-9b50-4aaa-9446-f322d0976ea6,34,Male,CA,Brownchester,2023-10-23,high,Sports & Outdoors,bronze
3a90919f-9c1f-4717-9d32-44ae17fba3e5,31,Male,KR,이천시,2025-07-08,high,Automotive,bronze
d8a40add-ed82-4c07-9a63-f43e59e8a63d,36,Female,BR,Vieira,2024-02-16,low,Grocery & Gourmet,bronze
55f70a74-e414-4d24-aa76-b6da8543dac6,44,Male,US,Jordanchester,2025-11-27,high,Electronics,bronze
6c02f0ce-2183-4d32-a907-bb033c961fe9,25,Female,CA,South Samanthamouth,2025-08-03,medium,Electronics,bronze
c6e6f549-6d3f-41a8-aad5-d0e89af54109,23,Male,US,Christianland,2023-02-09,medium,Clothing & Accessories,bronze
f0b36601-80d9-4301-bef6-04280874390d,52,Female,CA,West Heatherstad,2025-03-11,high,Clothing & Accessories,bronze
dd43ead1-95e9-4d9b-bb57-e4fa75e92dcd,28,Female,US,Gregorybury,2024-11-08,high,Office Products,silver
8e7b93f6-32cc-413d-b73b-ad49a1db72d9,40,Male,DK,Dronninglund,2026-04-02,low,Grocery & Gourmet,bronze
78a3b03e-9fc0-460e-aa1c-4cab94f70bcd,34,Male,CA,East Aaron,2025-02-24,medium,Electronics,bronze
13b5dbf7-5500-44ed-836e-c71e63e5a8c5,34,Female,NL,Dwingeloo,2023-08-20,high,Books,bronze
add69bd8-2f0b-48b2-b064-ded121df85d6,52,Female,DE,Haldensleben,2025-11-09,high,Automotive,bronze
011d5172-065b-470a-9627-c9740efea733,35,Male,GB,Hollietown,2026-02-02,high,Automotive,bronze
eb5e1d1d-8dff-4a1f-b019-87b266f12881,32,Female,US,Port Donald,2025-03-03,very_high,Sports & Outdoors,bronze
6dde328a-30a6-44be-9946-5b8ccc7448a1,33,Male,US,Rodriguezstad,2026-01-30,low,Clothing & Accessories,bronze
