session_id,user_id,start_time,device_type,referrer_source,is_converted
b6ac3d77-f8eb-44e6-b901-092656102bbb,00be33ef-b050-4ac3-8f72-f509a73356c5,2025-08-01 18:10:18.000000698,mobile,direct,False
7f0886a4-a62d-4ed6-b56e-9191e1ac1b6e,00be33ef-b050-4ac3-8f72-f509a73356c5,2025-08-03 17:06:27.000000126,mobile,social_media,False
1f023f4b-6e07-4c17-9d01-d4b728fb7490,00be33ef-b050-4ac3-8f72-f509a73356c5,2025-08-13 22:02:54.000000095,desktop,direct,False
a118e92d-4b0f-4c94-95b3-c0145399515b,00be33ef-b050-4ac3-8f72-f509a73356c5,2025-08-20 12:35:35.000000527,desktop,direct,True
662a43c6-c2ee-4cad-81d7-80a443135acd,00be33ef-b050-4ac3-8f72-f509a73356c5,2025-08-21 18:36:06.000000280,mobile,social_media,False
ea6d8f94-0af1-4175-9905-cc53ee06d5e8,00e04a62-b9a6-4bd4-ad1e-fc5ec979e5b5,2024-02-24 14:29:14.000000077,mobile,social_media,False
fe7416e9-61c8-4231-92c1-1c4c7e8c8874,00e04a62-b9a6-4bd4-ad1e-fc5ec979e5b5,2024-03-04 18:27:59.000000764,desktop,referral,False
fdbf1a78-7d88-4e35-992f-fb0528fac4b5,00e16d30-c947-4111-bf9b-9875d86ad551,2026-05-28 20:44:37.000000202,mobile,paid_search,False
7f4adb9b-afb3-4431-9bdf-6b707c95ecb5,00e1e248-7bad-439a-a00f-8ff3ef560bc8,2025-01-28 07:40:44.000000655,tablet,organic_search,False
05d8e280-d045-408c-af8f-74c4f63ce310,00e1e248-7bad-439a-a00f-8ff3ef560bc8,2025-02-01 21:05:09.000000368,mobile,organic_search,False
f2ecfad1-9d87-47d2-bd8e-2d1f83da7f85,00e1e248-7bad-439a-a00f-8ff3ef560bc8,2025-02-15 21:20:39.000000660,desktop,social_media,False
2f848e2e-bee4-4bea-86d6-106c0bf18520,00e28344-5f53-4801-abeb-ac1702093ac0,2023-10-21 05:55:07.000000585,desktop,paid_search,False
c58d5f84-d52d-448f-b5e5-54d057395fc9,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,2026-04-01 13:32:20.000000219,mobile,email,False
a9324312-57a5-431f-bee8-73d58fa2709c,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,2026-04-03 09:58:20.000000632,mobile,social_media,False
042e9831-d961-49c5-800c-b5dd357bf997,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,2026-04-25 17:41:42.000000740,desktop,organic_search,False
6c065be9-ec8f-4526-999e-4975d4fad00c,01036422-283f-49e2-b271-e040340b691d,2023-07-16 14:54:17.000000416,mobile,organic_search,False
e5ec2c55-53a6-45a6-93da-27989c053526,010d1e11-45d9-46a2-b818-bfc49e5634c3,2024-06-26 11:37:42.000000529,mobile,organic_search,False
37f8ee9c-2378-4bf5-9f12-7b53e41c0b56,011a7341-1f25-4cd0-9777-edabe4c60de7,2023-01-30 11:39:28.000000272,mobile,organic_search,False
8eb843b6-b7af-4c0c-8043-14b1fcc91c63,011a7341-1f25-4cd0-9777-edabe4c60de7,2023-02-10 03:56:37.000000964,desktop,direct,True
bae12ff4-537a-4c91-91f4-d831c496de7f,011a7341-1f25-4cd0-9777-edabe4c60de7,2023-02-16 17:08:32.000000823,tablet,organic_search,False
1bcc05f4-ee08-4012-9b4c-227f30118f84,011a7341-1f25-4cd0-9777-edabe4c60de7,2023-02-17 18:45:42.000000816,mobile,paid_search,False
3d357128-4069-4e5d-9731-3acdc3aebc54,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,2024-01-25 06:45:26.000000405,desktop,email,False
2a6c805f-e40f-4467-996c-d10c7fab4f90,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,2024-01-25 18:00:25.000000456,tablet,organic_search,False
de1ebaf2-1a14-4f67-bfda-61e9b11dc7c4,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,2024-01-26 09:20:44.000000479,tablet,organic_search,True
c9efbcad-48c2-490c-ad23-4c93208a37eb,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,2024-01-28 11:23:45.000000898,mobile,organic_search,False
b90ae20e-66f0-4a80-aad2-1154d556ebb8,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,2024-01-30 14:42:21.000000391,mobile,organic_search,False
41c2fdfc-2ecf-43a6-bca9-81d799cfe9aa,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-19 19:18:11.000000396,mobile,direct,False
d1f85c09-0eae-4cce-9b4d-1f0411ec1d38,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-19 22:06:38.000000928,mobile,organic_search,False
a7a16a9d-56c7-4630-a207-887dc53cbaf5,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-24 09:27:00.000000372,desktop,social_media,True
1ce0f4a7-b7bd-4835-a255-704411b31d52,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-28 13:03:49.000000327,desktop,organic_search,False
1c5043de-5d41-4c6c-8b8e-487b545087ee,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-28 13:51:34.000000377,desktop,paid_search,False
37930949-74e4-4ca6-89d0-eab286090081,011cb619-3e69-47bd-913c-670ecea4383c,2024-08-30 21:54:20.000000158,mobile,paid_search,True
d10a92dd-59c5-42ac-826d-c95b65935f1c,011cb619-3e69-47bd-913c-670ecea4383c,2024-09-03 22:07:33.000000225,mobile,direct,False
97f4a264-dfca-4774-b12a-d61fb101e5b1,011d5172-065b-470a-9627-c9740efea733,2026-02-03 18:39:55.000000725,mobile,organic_search,False
6c21a709-87f1-4c5d-9032-d39fc6208813,011d5172-065b-470a-9627-c9740efea733,2026-02-08 16:03:21.000000757,mobile,organic_search,False
76d0b091-3637-4a5c-bd0d-41995a4f1571,0128ad9c-4395-474d-8751-f86586e8a287,2023-12-10 17:21:35.000000964,mobile,organic_search,False
626d50d9-8d64-4919-84c3-5d82c2511056,0128ad9c-4395-474d-8751-f86586e8a287,2023-12-25 10:45:57.000000055,desktop,email,False
75248449-c36a-432b-ab2e-c58815b14799,0128ad9c-4395-474d-8751-f86586e8a287,2023-12-27 08:00:35.000000403,mobile,email,False
30906fc3-16cb-4341-8096-92df2c20db3d,0134db95-49c5-4edd-9af5-dd4d243f9dc9,2025-11-23 20:25:48.000000045,mobile,organic_search,False
e24e75b9-4549-4c03-bf48-79f67f0dc76c,0134db95-49c5-4edd-9af5-dd4d243f9dc9,2025-11-26 15:21:18.000000124,mobile,direct,False
c9862eca-83b9-4e0d-b7a2-8969384ad765,0134db95-49c5-4edd-9af5-dd4d243f9dc9,2025-12-09 19:47:35.000000724,mobile,paid_search,False
9dbce08b-cba0-4b3e-83ff-281ed0bc1934,01365d19-97bd-4510-becc-97a4399a42ea,2025-07-30 07:41:36.000000561,desktop,paid_search,False
064cb466-0fce-4ebe-aaca-a544b712f176,01365d19-97bd-4510-becc-97a4399a42ea,2025-08-05 06:11:30.000000126,desktop,social_media,True
1220e762-66bd-468c-8d7c-f7adfbaa0147,01365d19-97bd-4510-becc-97a4399a42ea,2025-08-10 22:04:15.000000709,mobile,social_media,False
4961947e-5ae8-4a3b-8f2e-99c833470ea3,013ac83a-1c1b-435a-bad4-32895bed11de,2025-12-12 21:51:03.000000601,mobile,organic_search,False
aea68e40-bc29-48ee-a807-dcaa68df85b5,013ac83a-1c1b-435a-bad4-32895bed11de,2025-12-13 22:04:20.000000088,mobile,direct,False
cb173c99-b48f-493b-b019-f37210fc80c2,013ac83a-1c1b-435a-bad4-32895bed11de,2025-12-14 13:20:47.000000238,mobile,direct,True
b66132f3-937f-4884-8492-baf0c3664f2e,013ac83a-1c1b-435a-bad4-32895bed11de,2025-12-24 15:28:49.000000393,desktop,organic_search,False
4462e0a1-a44d-4618-9214-1409ff524e94,013ce3ff-d769-4b92-96b4-85ab9e3306cf,2026-04-24 21:01:44.000000524,tablet,organic_search,False
5ea14eb0-284b-4652-b7a9-df0dd8c83975,013ddfd0-2472-48d6-8897-bca4578cb338,2024-05-19 03:27:07.000000520,desktop,organic_search,False
390e4821-c4b6-490a-9ca8-cccdd913d8a4,013ddfd0-2472-48d6-8897-bca4578cb338,2024-05-25 19:14:27.000000439,mobile,social_media,False
89fe2a8b-08ba-4c4b-acce-9f383241ec0b,013ddfd0-2472-48d6-8897-bca4578cb338,2024-06-06 07:06:22.000000335,mobile,direct,False
3bd86563-4754-40f5-80b0-5e958b119a6e,013ddfd0-2472-48d6-8897-bca4578cb338,2024-06-17 01:07:58.000000863,mobile,paid_search,False
978bc31f-954d-42bd-a9af-7b329f57d616,013ddfd0-2472-48d6-8897-bca4578cb338,2024-06-17 20:49:13.000000779,mobile,organic_search,True
33f11476-5dd6-4d18-baa4-d3e7be3515ca,015dc404-220f-4421-81d5-1d35a39e3d0d,2024-09-12 07:15:03.000000198,mobile,paid_search,False
23166a8b-f1cf-4a20-86a6-394ff71958ed,015dc404-220f-4421-81d5-1d35a39e3d0d,2024-09-13 11:51:41.000000436,desktop,direct,False
deae5e5b-b514-4f35-a331-e6f5dfbc6004,015dc404-220f-4421-81d5-1d35a39e3d0d,2024-10-08 21:28:37.000000339,mobile,organic_search,True
01c700aa-d0bf-4a17-a3f7-1f9a9b3a774d,015e55dc-0aab-4172-881a-addc29c923f2,2024-06-06 16:46:49.000000655,desktop,social_media,False
ddbf0a02-e48a-4255-903a-2ea3f17fce9e,015e55dc-0aab-4172-881a-addc29c923f2,2024-06-11 05:16:21.000000082,desktop,direct,False
713bfa93-113d-4d70-9b29-94e1631deca5,01646c9a-6cf9-472c-ac15-d3574e0ea47d,2026-03-09 07:58:40.000000808,mobile,direct,False
d1789b31-6c89-4bdc-b423-51f7c997db8b,01646c9a-6cf9-472c-ac15-d3574e0ea47d,2026-03-16 13:38:45.000000026,mobile,direct,False
279b33df-9fb2-49d2-ac74-4e0b14b17280,01646c9a-6cf9-472c-ac15-d3574e0ea47d,2026-03-20 22:38:35.000000755,mobile,social_media,False
5a9ba1bd-f366-40a2-b4e7-7bd576d6e958,01646c9a-6cf9-472c-ac15-d3574e0ea47d,2026-04-09 20:32:41.000000446,mobile,email,False
96198a24-45e4-4e1a-9603-ec3bd2f274fd,016c988f-c7fb-4907-bb80-19c346d0c340,2025-07-18 20:24:48.000000466,mobile,email,False
3b49fd4d-5a6e-4ab9-a8e3-6a11798b6d4f,016c988f-c7fb-4907-bb80-19c346d0c340,2025-07-21 00:00:19.000000110,tablet,organic_search,False
8929f383-b8f6-4a05-984b-c2fe751d6816,016c988f-c7fb-4907-bb80-19c346d0c340,2025-07-21 04:00:51.000000585,desktop,email,False
dcb632b7-a51c-4aeb-9692-79c29c8f8daf,016c988f-c7fb-4907-bb80-19c346d0c340,2025-08-13 14:47:40.000000069,desktop,social_media,False
9e798554-9d4a-49ff-85aa-d862cf79035b,016c988f-c7fb-4907-bb80-19c346d0c340,2025-08-23 01:49:43.000000832,mobile,social_media,False
38096782-55f4-4b5f-882e-6beb04145bae,01713c82-c910-473e-9eb7-53f826316301,2026-02-16 19:48:25.000000053,mobile,social_media,False
dd86afc2-aa3c-43e0-a6ff-8af2de9e5fe6,01722924-508b-4f42-bb2d-f0aec08dd0d8,2025-04-26 16:55:00.000000404,mobile,direct,False
d010df1b-eec4-429b-bbcc-0104ca14602c,01722924-508b-4f42-bb2d-f0aec08dd0d8,2025-05-31 22:07:36.000000307,desktop,referral,True
e089707e-124f-49ac-957e-ae6143260c41,0173b571-9c45-4c7d-95c5-3526071295a9,2023-03-15 21:45:04.000000276,mobile,direct,False
373e3f55-faee-4e58-b1df-2e95422e9d48,0173b571-9c45-4c7d-95c5-3526071295a9,2023-03-30 08:51:36.000000391,desktop,paid_search,False
b50c0304-c625-4d9e-a8a1-e2818de354bf,0173b571-9c45-4c7d-95c5-3526071295a9,2023-04-08 09:21:35.000000984,desktop,direct,False
05b05e4b-3eed-4f68-bf17-d642f9e87988,0173b571-9c45-4c7d-95c5-3526071295a9,2023-04-17 22:55:16.000000883,mobile,social_media,False
40c56036-77d6-4aed-92dc-bd946c476af4,017a071a-020a-4f16-bead-2e4323b74c7d,2023-12-29 13:15:12.000000606,mobile,paid_search,False
5b555d0f-71a1-4229-ab22-bb80be25926f,017a071a-020a-4f16-bead-2e4323b74c7d,2024-01-07 17:06:46.000000494,desktop,direct,False
e7fabacb-4a2d-49d7-a84b-31c173909f7b,018c34c8-22a2-4113-88e0-f0f581fe477e,2026-03-26 10:47:14.000000247,mobile,organic_search,False
6580f9b0-6780-4e63-bbd1-cae63788c83f,018c34c8-22a2-4113-88e0-f0f581fe477e,2026-03-26 17:00:31.000000930,mobile,email,False
af68dbbd-f91e-4aef-9b68-e47a963424db,018c34c8-22a2-4113-88e0-f0f581fe477e,2026-03-26 22:20:20.000000407,mobile,social_media,False
e5a12118-0a30-44cd-acec-a82868cd105e,018c34c8-22a2-4113-88e0-f0f581fe477e,2026-04-02 18:59:40.000000761,desktop,organic_search,False
891cc097-3de5-494d-8d10-2064e3597df3,019a38c6-bf74-45ff-9a2d-72543b0d0e59,2025-08-15 17:46:08.000000873,mobile,organic_search,False
7f6f34f1-a729-4a55-8c3b-d8dd1aff033d,019d2207-742d-4f4f-ae8a-775586907590,2023-07-11 13:30:18.000000471,desktop,organic_search,False
c1e34152-f716-49b7-9554-68888cc66c2f,019d2207-742d-4f4f-ae8a-775586907590,2023-07-12 09:10:10.000000261,mobile,social_media,False
16d3c5a7-57ed-478c-9e60-0204a1973088,019d2207-742d-4f4f-ae8a-775586907590,2023-07-13 14:36:13.000000650,desktop,organic_search,False
9d412302-96d7-4e5a-bf25-d780d3189620,019eb900-d747-4c39-af30-422fb5975b77,2024-10-16 20:19:17.000000447,mobile,organic_search,False
45a6ff80-c344-4b36-8171-2a43ef6b2970,019eb900-d747-4c39-af30-422fb5975b77,2024-10-31 22:05:49.000000369,mobile,organic_search,False
4d719a74-beb9-4934-87c7-bde3b4b64443,019eb900-d747-4c39-af30-422fb5975b77,2024-11-06 22:37:57.000000822,mobile,organic_search,False
83558163-31c5-4860-ac8c-f6ca24395c64,01abc648-9108-45f9-ba28-0f3ac8d5100a,2024-07-20 18:39:26.000000745,mobile,direct,False
552671f8-9d4d-481a-8cb4-e8d09dc70782,01abc648-9108-45f9-ba28-0f3ac8d5100a,2024-07-25 04:17:59.000000660,mobile,organic_search,False
e1b9ba28-1da9-4803-8f7f-354e09ae8fc9,01abc648-9108-45f9-ba28-0f3ac8d5100a,2024-08-02 06:46:43.000000558,desktop,email,False
0fb4d45c-ca53-4674-a4eb-2e45facd603a,01abc648-9108-45f9-ba28-0f3ac8d5100a,2024-08-07 07:11:48.000000562,desktop,direct,False
6f42eeb1-3cf0-4ed9-b988-d6ffb35d2c29,01ae38b1-0044-4dd1-82c9-a1d7d02ef238,2025-06-16 08:26:36.000000642,mobile,organic_search,False
3c3d8003-347e-4fb7-9a54-363b70469fbb,01b6a001-2b2d-4764-93d6-b98a5d26b814,2025-06-15 08:35:11.000000582,desktop,paid_search,False
d0fa0252-a09e-40b3-87e8-bf141ed0852a,01b6a001-2b2d-4764-93d6-b98a5d26b814,2025-06-28 18:33:42.000000590,mobile,social_media,False
a11bae24-c631-40da-b958-3458c03fc978,01b6a001-2b2d-4764-93d6-b98a5d26b814,2025-07-02 12:00:00.000000133,mobile,organic_search,False
e370185a-14a0-4f02-a8b6-90c79c9e735d,01b7c90a-b4b2-47f5-b813-a3e3d1d72282,2023-07-26 10:57:23.000000081,desktop,organic_search,False
a8cd8da2-44c8-4593-86f6-7442647ed7bc,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,2024-10-23 06:05:03.000000543,mobile,social_media,False
e9dce53e-05ac-4ae1-82f6-f5c691c32f27,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,2024-11-03 15:05:36.000000660,mobile,direct,False
d8862ffe-1bc2-4b79-9af9-32f09d829cc4,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,2024-11-05 20:22:03.000000299,desktop,email,False
9376bc6e-d6b3-4b28-9401-355113435763,01cba754-2521-4a2a-ac8f-3517d04bc7ec,2026-01-12 12:14:36.000000306,mobile,organic_search,False
4f3ce4a6-2bef-4a54-8177-c4aeff5ffa30,01cd8947-fe96-4d6a-b441-9e511aed2b95,2025-05-01 02:21:42.000000927,mobile,social_media,False
c64c6339-9778-49e7-909b-c043e359ce28,01d20689-c80e-4d38-93c8-6291023a895a,2023-05-18 14:06:08.000000917,tablet,email,False
1e5ad422-3ff4-45ad-8903-5b0065d79b09,01d3ed57-405a-4831-a28d-b3b503ea0547,2025-03-01 19:11:01.000000201,mobile,organic_search,False
9dd11bb5-cb0b-4ae9-93b5-708d96bb2252,01d3ed57-405a-4831-a28d-b3b503ea0547,2025-03-12 22:27:54.000000605,desktop,email,False
c9197877-88bb-4950-b31a-59bcc2f27f81,01d3ed57-405a-4831-a28d-b3b503ea0547,2025-03-19 18:57:14.000000586,mobile,organic_search,False
01e76393-02d7-425d-9208-45d0255cb068,01d3ed57-405a-4831-a28d-b3b503ea0547,2025-03-25 20:55:07.000000796,mobile,email,False
0b602e8e-dd06-49cd-bf27-924508466e5c,01d3ed57-405a-4831-a28d-b3b503ea0547,2025-03-31 10:24:52.000000755,mobile,organic_search,False
5013cf57-e543-4214-a265-69974a498a4f,01f78da9-164a-4923-b6a4-a623d4deff1d,2024-11-24 19:26:32.000000060,mobile,organic_search,False
2a0563a5-2ac2-4251-8a55-55fdf619bf17,01fb4862-2311-407e-9294-aa0a4ac9a81d,2023-06-30 08:01:29.000000372,desktop,social_media,False
d40e1132-1e71-4842-b859-c221b370afd0,0201393b-1811-4d77-bf28-e657ae0b5e64,2023-09-22 20:17:54.000000487,mobile,email,False
a3f3fa21-25a9-4286-bb4f-011b2644ffba,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,2025-03-11 15:35:49.000000204,desktop,paid_search,False
ae7ed5d8-852f-4ac9-83ff-2a2cbb705a1d,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,2025-03-12 18:03:12.000000618,mobile,direct,False
109e930f-f230-4154-9a2d-489e5d02890d,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,2025-03-21 07:58:28.000000920,tablet,paid_search,False
e03e6e55-b743-43d9-b120-cfed63d301bb,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,2025-03-21 16:55:13.000000707,mobile,paid_search,False
49821957-a791-47ae-bab9-b39987e4a4b6,021c8e28-1b05-403a-a692-6df4df49d566,2025-11-20 22:44:15.000000637,desktop,organic_search,False
60ec6820-e786-430a-967d-0b71f870187a,021c8e28-1b05-403a-a692-6df4df49d566,2025-11-24 20:04:19.000000135,desktop,email,False
1859b64d-d435-4e29-99ce-c942fc4435d7,021c8e28-1b05-403a-a692-6df4df49d566,2025-11-25 12:25:56.000000492,mobile,direct,False
3fcc63c7-da87-4ee3-9498-4580d31425c1,021c8e28-1b05-403a-a692-6df4df49d566,2025-12-01 17:16:30.000000100,desktop,direct,True
a1630329-c599-40aa-9143-686f5a9c1fb6,02287feb-fd4c-46db-bba2-c8fbd0059fe9,2025-05-29 00:51:25.000000149,mobile,direct,False
b406d0a3-a7b4-4b57-88e5-2927f90231a8,023a77ee-f13b-4af5-8b3a-419051be9a95,2026-04-16 20:47:19.000000898,mobile,organic_search,False
fd780808-a7cf-45ad-a712-70c2f6b6ea72,023a77ee-f13b-4af5-8b3a-419051be9a95,2026-04-18 12:04:57.000000226,mobile,email,False
d71e226d-a56e-4829-82ff-74ad3c97f48a,023a77ee-f13b-4af5-8b3a-419051be9a95,2026-04-23 20:49:37.000000966,desktop,social_media,False
e60eb711-fe5a-4716-a7ef-4dc4a7d01322,02428a8a-606c-45c3-8148-ee22a12a0b7a,2025-01-25 21:12:23.000000818,mobile,direct,False
